ranch,plot,tag_number,row,column,shoots_1998,height_1998,infl_1998,notes_1998,shoots_1999,height_1999,infl_1999,notes_1999,shoots_2000,height_2000,infl_2000,notes_2000,shoots_2001,height_2001,infl_2001,notes_2001,shoots_2002,height_2002,infl_2002,notes_2002,shoots_2003,height_2003,infl_2003,notes_2003
PortoAlegre,5753,378,E,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,5753,45,E,3,1,41,0,NA,2,42,0,NA,2,44,0,NA,3,55,0,NA,3,42,0,NA,2,52,0,NA
PortoAlegre,5753,424,E,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,5753,385,E,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,5753,108,B,3,4,75,0,NA,5,114,1,NA,5,100,1,NA,5,115,0,NA,1,110,0,NA,1,71,0,NA
PortoAlegre,5753,368,E,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,Cabo Frio,207,B,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,0,1,NA,NA,NA,60
PortoAlegre,Cabo Frio,243,A,2,NA,NA,NA,NA,2,8,0,1,NA,NA,NA,60,2,10,0,NA,2,10,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,148,B,7,1,8,0,NA,1,8,0,NA,NA,NA,NA,60,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,Cabo Frio,79,D,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,Cabo Frio,113,C,8,3,31,0,NA,2,28,0,NA,NA,NA,NA,60,2,25,0,NA,4,35,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,389,D,1,2,36,0,NA,1,40,0,NA,NA,NA,NA,60,2,50,0,NA,3,53,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,89,A,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,Cabo Frio,2122,E,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,Cabo Frio,369,D,3,2,13,0,NA,2,17,0,NA,NA,NA,NA,60,2,15,0,NA,3,17,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,326,D,7,3,33,0,NA,6,46,0,NA,NA,NA,NA,60,8,39,0,NA,6,40,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,30,D,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,Cabo Frio,2105,D,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,Cabo Frio,278,B,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,0,3,NA,NA,NA,60
PortoAlegre,Cabo Frio,253,B,6,NA,NA,NA,NA,1,8,0,1,NA,NA,NA,60,1,8,0,NA,1,9,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,333,C,5,6,56,0,NA,2,40,0,NA,NA,NA,NA,60,4,51,0,NA,2,60,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,256,B,5,NA,NA,NA,NA,1,6,0,1,NA,NA,NA,60,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,Cabo Frio,356,D,3,4,87,0,NA,6,83,1,NA,NA,NA,NA,60,5,84,0,NA,5,112,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,279,D,7,NA,NA,NA,NA,1,9,0,1,NA,NA,NA,60,1,11,0,NA,1,14,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,205,D,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,NA,NA,NA,60
PortoAlegre,Cabo Frio,175,B,8,1,23,0,NA,2,21,0,NA,NA,NA,NA,60,1,17,0,NA,3,23,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,19,D,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,Cabo Frio,325,D,6,2,26,0,NA,1,19,0,NA,NA,NA,NA,60,1,14,0,NA,2,36,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,332,C,6,2,14,0,NA,2,21,0,NA,NA,NA,NA,60,3,24,0,NA,4,33,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,229,B,8,NA,NA,NA,NA,1,25,0,3,NA,NA,NA,60,2,17,0,NA,NA,NA,NA,2,NA,NA,NA,NA
PortoAlegre,Cabo Frio,377,B,6,5,36,0,NA,3,50,0,NA,NA,NA,NA,60,3,41,0,NA,3,35,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,75,E,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,Cabo Frio,224,A,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,2,6,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,38,E,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,Cabo Frio,32,B,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,Cabo Frio,221,A,3,NA,NA,NA,NA,1,5,0,1,NA,NA,NA,60,1,8,0,NA,1,7,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,2121,E,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,Cabo Frio,382,B,7,1,19,0,NA,1,22,0,NA,NA,NA,NA,60,2,23,0,NA,3,24,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,246,D,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,NA,NA,NA,60
PortoAlegre,Cabo Frio,108,D,7,1,11,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,Cabo Frio,2108,C,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,Cabo Frio,283,B,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,1,4,25,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,342,D,1,3,94,0,NA,3,78,1,NA,NA,NA,NA,60,5,79,0,NA,4,76,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,306,D,3,1,9,0,NA,1,8,0,NA,NA,NA,NA,60,1,8,0,NA,1,10,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,312,C,8,4,39,0,NA,1,24,0,NA,NA,NA,NA,60,1,26,0,NA,2,24,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,291,D,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,NA,NA,NA,60
PortoAlegre,Cabo Frio,154,A,7,1,8,0,NA,1,15,0,NA,NA,NA,NA,60,1,13,0,NA,1,11,0,NA,NA,NA,NA,60
PortoAlegre,Cabo Frio,227,C,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,0,3,NA,NA,NA,60
PortoAlegre,PA-CF,213,C,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,PA-CF,39,A,5,2,31,0,NA,3,33,0,NA,NA,NA,NA,60,3,44,0,NA,6,36,0,NA,2,36,0,NA
PortoAlegre,PA-CF,53,C,10,5,56,0,NA,12,72,0,NA,NA,NA,NA,60,NA,NA,1,60,1,21,1,40,NA,NA,NA,2
PortoAlegre,PA-CF,250,E,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,PA-CF,236,E,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,PA-CF,48,E,3,3,76,0,NA,4,72,0,NA,NA,NA,NA,60,4,89,0,NA,4,65,0,NA,3,62,0,NA
PortoAlegre,PA-CF,344,D,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,PA-CF,270,D,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,110,2,3
PortoAlegre,PA-CF,246,D,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,PA-CF,85,D,2,1,7,0,NA,1,9,0,NA,NA,NA,NA,60,1,12,0,NA,1,10,0,NA,1,8,0,NA
PortoAlegre,PA-CF,45,C,10,11,101,0,NA,13,105,0,NA,NA,NA,1,NA,7,117,0,NA,1,53,0,NA,2,55,0,NA
PortoAlegre,PA-CF,267,E,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0,1,1,17,0,NA,2,15,0,NA
PortoAlegre,PA-CF,240,D,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,PA-CF,203,E,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,0,1,1,10,0,NA
PortoAlegre,PA-CF,293,C,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,0,1,2,10,0,NA,1,14,0,NA
PortoAlegre,PA-CF,112,E,6,6,35,0,NA,6,30,0,NA,NA,NA,NA,60,6,31,0,NA,6,46,0,NA,2,43,0,NA
PortoAlegre,PA-CF,331,A,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,PA-CF,7,D,9,2,13,0,NA,3,17,0,NA,NA,NA,NA,60,5,32,0,NA,3,39,0,NA,2,25,0,NA
PortoAlegre,PA-CF,36,D,3,4,39,0,NA,2,46,0,NA,NA,NA,NA,60,2,42,0,NA,2,44,0,NA,2,36,0,NA
PortoAlegre,PA-CF,111,D,8,1,11,0,NA,1,4,0,NA,NA,NA,NA,60,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,PA-CF,14,D,2,3,47,0,NA,5,50,0,NA,NA,NA,NA,60,1,20,0,NA,2,18,0,NA,NA,NA,NA,60
PortoAlegre,PA-CF,156,E,6,NA,NA,NA,NA,1,6,0,1,NA,NA,NA,60,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,PA-CF,286,D,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,1,1,4,0,NA,NA,NA,NA,2
PortoAlegre,PA-CF,66,A,6,4,37,0,NA,4,34,0,NA,NA,NA,NA,60,5,37,0,NA,3,39,0,NA,4,41,0,NA
PortoAlegre,PA-CF,147,B,1,4,32,0,NA,3,36,0,NA,NA,NA,NA,60,5,36,0,NA,4,39,0,NA,NA,NA,NA,2
PortoAlegre,PA-CF,305,E,2,3,75,0,NA,9,58,0,NA,NA,NA,NA,60,5,82,2,NA,6,77,0,NA,4,105,0,NA
PortoAlegre,PA-CF,345,C,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,PA-CF,237,F,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PortoAlegre,PA-CF,55,C,3,1,61,0,NA,2,19,0,NA,NA,NA,NA,60,3,30,0,NA,2,38,0,NA,1,40,0,NA
PortoAlegre,PA-CF,164,E,9,NA,NA,NA,NA,1,7,0,1,NA,NA,NA,60,NA,NA,NA,60,3,35,0,NA,NA,NA,NA,60
